Energy,flux_ν,10.0
0.08979130634394267,212.9607589421387,0.04893294886762082
0.269373919031828,1878.4953840043243,0.21327170650849966
0.44895653171971334,5113.121836097998,0.4252151890505924
0.6285391444075986,9818.142911679777,0.6221454704938518
0.808121757095484,15896.889231571336,0.7609154621168538
0.9877043697833693,23254.72022016763,0.9206580809726003
1.1672869824712546,31799.025085055593,1.056152791848289
1.34686959515914,41439.22379707321,1.1913508026116633
1.5264522078470253,52086.768070791084,1.1611180801860796
1.7060348205349107,63655.1423454023,1.3276761026175325
1.885617433222796,76059.86476605717,1.454649187380091
2.0652000459106814,89218.48816560797,1.3861410537053627
2.2447826585985666,103050.60104680754,1.5563196693424537
2.424365271286452,117477.82856488165,1.4359369244323654
2.603947883974337,132423.83351057747,1.4768730258618754
2.7835304966622227,147814.3172936136,1.4702099791708825
2.963113109350108,163577.02092656083,1.4787838919040652
3.142695722037993,179641.72600914966,1.4134411877858544
3.3222783347258784,195940.25571299074,1.4546970554333167
3.501860947413764,212406.47576678722,1.4793433999037537
3.6814435601016493,228976.29544184628,1.3148014469087534
3.8610261727895345,245587.6685381434,1.328337847870421
4.04060878547742,262180.5943707332,1.3320312561143042
4.220191398165305,278697.11875671265,1.2501708215390874
4.39977401085319,295081.3350023309,1.2951035705873755
4.579356623541076,311279.3848908785,1.1491847191243105
4.7589392362289615,327239.4596708374,1.1202819658873484
4.938521848916847,342911.80104434764,1.0237757837107362
5.118104461604732,358248.70215630427,0.9867975272083523
5.297687074292616,373204.50858374574,0.9791013343436277
5.477269686980503,387735.61932583665,0.9505743987979972
5.656852299668388,401800.48779399187,0.8432296540744176
5.836434912356274,415359.62280271645,0.8563714577014189
6.016017525044158,428375.5895607318,0.8121629494327929
6.195600137732044,440813.01066256134,0.7392929290223754
6.3751827504199285,452638.56708054326,0.6859691196726828
6.5547653631078155,463820.99915723637,0.6330354412798627
6.734347975795699,474331.1075984536,0.6805634451437635
6.913930588483586,484141.7544663312,0.5861863280554245
7.09351320117147,493227.8641732176,0.5622387447337531
7.273095813859356,501566.42447575956,0.5177996102289798
7.452678426547241,509136.48746972816,0.5052870718141441
7.632261039235127,515919.17058453395,0.46540981266838255
7.811843651923011,521897.65757934924,0.4800961228338999
7.991426264610897,527057.1995384744,0.40533562909996
8.171008877298782,531385.1158679003,0.37765707950401256
8.350591489986668,534870.795292016,0.34009991254287997
8.530174102674552,537505.6968507397,0.31206608329573254
8.709756715362438,539283.3508973634,0.3058900683078707
8.889339328050323,540199.3600962693,0.24934611946671367
9.06892194073821,540251.4004216378,0.2323662017326174
9.248504553426095,539439.2221562467,0.2219398356455439
9.428087166113981,537764.650891133,0.20158684428424148
9.607669778801865,535231.5885247585,0.16996744745659942
9.787252391489751,531846.0142637806,0.1594226448470772
9.966835004177636,527615.9856236526,0.14152215398773949
10.146417616865522,522551.63942938636,0.12355662606773482
10.326000229553406,516665.1928173264,0.12040841765166391
10.505582842241292,509970.9442369726,0.10987283629534919
10.685165454929177,502485.27445370884,0.09442460590176377
10.864748067617063,494226.6475508756,0.08405630190774346
11.044330680304947,485215.61193398497,0.07509504767584657
11.223913292992833,475474.80133365944,0.0627479272193344
11.403495905680717,465028.93581010273,0.05749546421495786
11.583078518368604,453904.82275759545,0.048304063530674346
11.762661131056488,442131.35790942283,0.04214564395565768
11.942243743744376,429739.5263435937,0.04001935953423913
12.121826356432258,416762.40348828584,0.03134694424979253
12.301408969120146,403235.1561284373,0.027845904142251025
12.48099158180803,389195.0434123472,0.02147832253066584
12.660574194495917,374681.41785921226,0.01924734177600542
12.840156807183801,359735.72636603366,0.013411233328703627
13.019739419871687,344401.5112163116,0.01367580120678244
13.199322032559571,328724.41108846036,0.009334702422809378
13.378904645247458,312752.16206438956,0.007595243163402613
13.558487257935342,296534.59863914974,0.007230959101529888
13.738069870623228,280123.6547306015,0.006079968293882001
13.917652483311112,263573.3646899875,0.004417715772717874
14.097235095998998,246939.8643118886,0.003255327920506472
14.276817708686883,230281.3918462596,0.002293411601096433
14.456400321374769,213658.2890092099,0.0021198996171369394
14.635982934062653,197133.00199562774,0.0014702962599674033
14.815565546750541,180770.08249094326,0.0009587169213809112
14.995148159438424,164636.18868455483,0.0006801422996623027
15.174730772126312,148800.0862830636,0.0005785167848292006
15.354313384814196,133332.64952374823,0.00036192255521832513
15.533895997502082,118306.86218898649,0.00021849306521775708
15.713478610189966,103797.81862078459,0.0001352841557062627
15.893061222877853,89882.72473608113,7.913518772618865e-5
16.072643835565735,76640.89904175971,5.0632285758716344e-5
16.252226448253623,64153.773651228934,3.233685623287848e-5
16.431809060941507,52504.89530033538,1.5861344540711356e-5
16.611391673629395,41779.92636441648,7.5818568157529114e-6
16.79097428631728,32066.645875534472,4.7681121015280334e-6
16.970556899005164,23454.950540171438,1.4091344693161358e-6
17.150139511693048,16036.855757488045,4.888594681209279e-7
17.329722124380936,9906.496637772078,7.471849892435452e-8
17.50930473706882,5160.129021588389,1.8681087651963974e-8
17.688887349756705,1896.1304992306734,6.917837285134308e-10
17.86846996244459,215.00143068502706,5.155759302958097e-12
