Energy,flux_ν,1_antiν,3_antiν
0.08979130634394267,0.005189130348285297,0.009790802223712489,0.5627211997311082
0.269373919031828,0.04577255197000467,0.042737131304174544,2.4334415065195047
0.44895653171971334,0.12458941180513572,0.08568490133268075,4.377132311229329
0.6285391444075986,0.2392347942403893,0.12990707101368962,6.863505722945941
0.808121757095484,0.3873531948545004,0.16079745164559955,8.521048519477228
0.9877043697833693,0.5666385442782068,0.2139523040945748,10.942999744584759
1.1672869824712546,0.7748342320642289,0.2450081326181724,11.870712365503627
1.34686959515914,1.0097331305679809,0.266732849496417,13.626344408369846
1.5264522078470253,1.2691776188385762,0.3209795770884929,14.078219587422895
1.7060348205349107,1.5510596065197808,0.333207386934523,15.868729804203976
1.885617433222796,1.8533205577618097,0.35450139130235364,16.22827759298418
2.0652000459106814,2.1739515151431092,0.39953816768009515,17.531410094188278
2.2447826585985666,2.5109931236032024,0.3663532443708111,16.515969329193332
2.424365271286452,2.86253565438464,0.4063360128602239,17.447947941870552
2.603947883974337,3.226719028986552,0.45177196277526716,17.288465055617333
2.7835304966622227,3.6017328431279836,0.4301890089478062,17.91524857106235
2.963113109350108,3.9858163907217308,0.4557847982454995,17.511167836649566
3.142695722037993,4.377258687858567,0.44179195261178916,17.563396693903048
3.3222783347258784,4.774398496801538,0.4420952590234621,16.003215147552943
3.501860947413764,5.1756243499922405,0.4298878759555063,15.891766455975027
3.6814435601016493,5.579374574064392,0.4319551524087961,16.758963955027316
3.8610261727895345,5.984137313870861,0.45249425719067715,15.494819888140423
4.04060878547742,6.38845055651916,0.39782851936191416,15.0255524217694
4.220191398165305,6.790902155420376,0.4439665075045308,15.40518474834677
4.39977401085319,7.19012985434169,0.34115040588696416,13.26780725493288
4.579356623541076,7.58482131147788,0.3884839143600518,13.577164068268228
4.7589392362289615,7.97371412352918,0.4273169427705759,13.701256380554375
4.938521848916847,8.355595849786859,0.38560941051614345,12.595814779940499
5.118104461604732,8.729304036234147,0.34605281790507747,11.638020945255807
5.297687074292616,9.093726239654275,0.3669592672444329,11.604226454014654
5.477269686980503,9.44780005175299,0.3276313730191632,10.917955427943332
5.656852299668388,9.790513123284514,0.34111383306995224,10.839636012667704
5.836434912356274,10.120903188194958,0.29515770817809345,9.686319667039278
6.016017525044158,10.438058087772681,0.3285425618710813,9.63904748612898
6.195600137732044,10.741115794809888,0.30419195509454205,9.254401998163194
6.3751827504199285,11.029264437774588,0.27394909639364506,8.648571839715881
6.5547653631078155,11.301742324992173,0.3075936778414147,8.250092759626666
6.734347975795699,11.557837968842255,0.29229317771655505,8.278612286874429
6.913930588483586,11.796890109956413,0.23726180437696473,6.727921142296767
7.09351320117147,12.018287741435856,0.2247093682877816,6.477690144173598
7.273095813859356,12.221470133073948,0.2067965859954673,5.927162722979752
7.452678426547241,12.405926855596743,0.1835677432162264,5.379213224203759
7.632261039235127,12.571197804895922,0.20581928307329486,5.483447511672843
7.811843651923011,12.716873226300923,0.1667456169134177,4.7336994317799554
7.991426264610897,12.842593738832637,0.17344560062989822,4.6768243298723
8.171008877298782,12.948050359486233,0.14296753642698837,3.985046019633666
