Energy,flux_ν,1_antiν,3_antiν
0.08979130634394267,0.005189130348285297,0.0063654294844848434,0.011264169419700527
0.269373919031828,0.04577255197000467,0.027978844660311416,0.05061324101343795
0.44895653171971334,0.12458941180513572,0.0516046287560624,0.09609033936528684
0.6285391444075986,0.2392347942403893,0.08085217652824565,0.14585078137623245
0.808121757095484,0.3873531948545004,0.10419126485425628,0.19070666483347495
0.9877043697833693,0.5666385442782068,0.11900195219645025,0.22060808473821192
1.1672869824712546,0.7748342320642289,0.14344845261680333,0.2753838816803139
1.34686959515914,1.0097331305679809,0.14026230877811335,0.2840953381625982
1.5264522078470253,1.2691776188385762,0.1589720544458994,0.3089433980212092
1.7060348205349107,1.5510596065197808,0.1530517951595211,0.3228779131787833
1.885617433222796,1.8533205577618097,0.1662711668418689,0.3409520542830566
2.0652000459106814,2.1739515151431092,0.15044165251599786,0.33652305992394255
2.2447826585985666,2.5109931236032024,0.15686172847705362,0.35712989704288406
2.424365271286452,2.86253565438464,0.15365064170708365,0.3631906675581565
2.603947883974337,3.226719028986552,0.15006863045816715,0.36691919336153495
2.7835304966622227,3.6017328431279836,0.1459548890810535,0.3402209518835572
2.963113109350108,3.9858163907217308,0.15556668044976318,0.37627319069247606
3.142695722037993,4.377258687858567,0.15087298473390717,0.36008614051605875
3.3222783347258784,4.774398496801538,0.1320148903809428,0.3594533848053889
3.501860947413764,5.1756243499922405,0.12421762735166593,0.3557589125373015
3.6814435601016493,5.579374574064392,0.123315282610521,0.34672490160654545
3.8610261727895345,5.984137313870861,0.11147656729394298,0.3383609681793643
4.04060878547742,6.38845055651916,0.10566484133554012,0.33013171503181626
4.220191398165305,6.790902155420376,0.09819304970884135,0.31492546306959596
4.39977401085319,7.19012985434169,0.08814018718951672,0.275250942054138
4.579356623541076,7.58482131147788,0.08505667343175465,0.27934231672054005
4.7589392362289615,7.97371412352918,0.06981773651048949,0.28048059742198533
4.938521848916847,8.355595849786859,0.07180653644207725,0.26525731062578717
5.118104461604732,8.729304036234147,0.06900515170161083,0.25680064607299574
5.297687074292616,9.093726239654275,0.06432902099380997,0.24009048552010598
5.477269686980503,9.44780005175299,0.06049792282777524,0.22550492994384494
5.656852299668388,9.790513123284514,0.0485591340511699,0.2181850284437605
5.836434912356274,10.120903188194958,0.04451510909537532,0.21498960806847334
6.016017525044158,10.438058087772681,0.04018347555162761,0.20042143486860056
6.195600137732044,10.741115794809888,0.03703844206494878,0.18927805029709402
6.3751827504199285,11.029264437774588,0.036483402987346245,0.1756701946115735
6.5547653631078155,11.301742324992173,0.030450739029009743,0.15883560451566445
6.734347975795699,11.557837968842255,0.030497513010272065,0.15366069472195676
6.913930588483586,11.796890109956413,0.02444421432552247,0.1503180755281483
7.09351320117147,12.018287741435856,0.021647897994375363,0.13127140803633253
7.273095813859356,12.221470133073948,0.018049840353183126,0.12217374923771826
7.452678426547241,12.405926855596743,0.0192981529240591,0.12030703273732848
7.632261039235127,12.571197804895922,0.017064186116612357,0.11226050579294897
7.811843651923011,12.716873226300923,0.013387043029401515,0.10743074412630256
7.991426264610897,12.842593738832637,0.013098883122431704,0.09170148251411801
8.171008877298782,12.948050359486233,0.010770445880073585,0.09352549767994217
